module	ID
"M00128:Ubiquinone biosynthesis, eukaryotes, 4-hydroxybenzoate + polyprenyl-PP => ubiquinol"	C19858
"M00128:Ubiquinone biosynthesis, eukaryotes, 4-hydroxybenzoate + polyprenyl-PP => ubiquinol"	C19859
"M00128:Ubiquinone biosynthesis, eukaryotes, 4-hydroxybenzoate + polyprenyl-PP => ubiquinol"	C21860
"M00128:Ubiquinone biosynthesis, eukaryotes, 4-hydroxybenzoate + polyprenyl-PP => ubiquinol"	C00390
"M00129:Ascorbate biosynthesis, animals, glucose-1P => ascorbate"	C00103
"M00129:Ascorbate biosynthesis, animals, glucose-1P => ascorbate"	C00029
"M00129:Ascorbate biosynthesis, animals, glucose-1P => ascorbate"	C00167
"M00129:Ascorbate biosynthesis, animals, glucose-1P => ascorbate"	C03033
"M00129:Ascorbate biosynthesis, animals, glucose-1P => ascorbate"	C00191
"M00129:Ascorbate biosynthesis, animals, glucose-1P => ascorbate"	C00800
"M00129:Ascorbate biosynthesis, animals, glucose-1P => ascorbate"	C01040
"M00129:Ascorbate biosynthesis, animals, glucose-1P => ascorbate"	C00072
"M00130:Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4"	C01194
"M00130:Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4"	C01277
"M00130:Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4"	C04637
"M00130:Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4"	C01245
"M00130:Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4"	C01272
"M00131:Inositol phosphate metabolism, Ins(1,3,4,5)P4 => Ins(1,3,4)P3 => myo-inositol"	C01272
"M00131:Inositol phosphate metabolism, Ins(1,3,4,5)P4 => Ins(1,3,4)P3 => myo-inositol"	C01243
"M00131:Inositol phosphate metabolism, Ins(1,3,4,5)P4 => Ins(1,3,4)P3 => myo-inositol"	C04063
"M00131:Inositol phosphate metabolism, Ins(1,3,4,5)P4 => Ins(1,3,4)P3 => myo-inositol"	C04006
"M00131:Inositol phosphate metabolism, Ins(1,3,4,5)P4 => Ins(1,3,4)P3 => myo-inositol"	C00137
"M00132:Inositol phosphate metabolism, Ins(1,3,4)P3 => phytate"	C01243
"M00132:Inositol phosphate metabolism, Ins(1,3,4)P3 => phytate"	C04477
"M00132:Inositol phosphate metabolism, Ins(1,3,4)P3 => phytate"	C01284
"M00132:Inositol phosphate metabolism, Ins(1,3,4)P3 => phytate"	C01204
"M00133:Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine"	C00062
"M00133:Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine"	C00179
"M00133:Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine"	C00134
"M00133:Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine"	C00019
"M00133:Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine"	C01137
"M00133:Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine"	C00315
"M00134:Polyamine biosynthesis, arginine => ornithine => putrescine"	C00062
"M00134:Polyamine biosynthesis, arginine => ornithine => putrescine"	C00077
"M00134:Polyamine biosynthesis, arginine => ornithine => putrescine"	C00134
"M00135:GABA biosynthesis, eukaryotes, putrescine => GABA"	C00134
"M00135:GABA biosynthesis, eukaryotes, putrescine => GABA"	C02714
"M00135:GABA biosynthesis, eukaryotes, putrescine => GABA"	C05936
"M00135:GABA biosynthesis, eukaryotes, putrescine => GABA"	C02946
"M00135:GABA biosynthesis, eukaryotes, putrescine => GABA"	C00334
"M00136:GABA biosynthesis, prokaryotes, putrescine => GABA"	C00134
"M00136:GABA biosynthesis, prokaryotes, putrescine => GABA"	C15699
"M00136:GABA biosynthesis, prokaryotes, putrescine => GABA"	C15700
"M00136:GABA biosynthesis, prokaryotes, putrescine => GABA"	C15767
"M00136:GABA biosynthesis, prokaryotes, putrescine => GABA"	C00334
"M00137:Flavanone biosynthesis, phenylalanine => naringenin"	C00079
"M00137:Flavanone biosynthesis, phenylalanine => naringenin"	C00423
"M00137:Flavanone biosynthesis, phenylalanine => naringenin"	C00811
"M00137:Flavanone biosynthesis, phenylalanine => naringenin"	C00223
"M00137:Flavanone biosynthesis, phenylalanine => naringenin"	C06561
"M00137:Flavanone biosynthesis, phenylalanine => naringenin"	C00509
"M00138:Flavonoid biosynthesis, naringenin => pelargonidin"	C00509
"M00138:Flavonoid biosynthesis, naringenin => pelargonidin"	C00974
"M00138:Flavonoid biosynthesis, naringenin => pelargonidin"	C03648
"M00138:Flavonoid biosynthesis, naringenin => pelargonidin"	C05904
"M00140:C1-unit interconversion, prokaryotes"	C00101
"M00140:C1-unit interconversion, prokaryotes"	C00143
"M00140:C1-unit interconversion, prokaryotes"	C00445
"M00140:C1-unit interconversion, prokaryotes"	C00234
"M00141:C1-unit interconversion, eukaryotes"	C00101
"M00141:C1-unit interconversion, eukaryotes"	C00143
"M00141:C1-unit interconversion, eukaryotes"	C00445
"M00141:C1-unit interconversion, eukaryotes"	C00234
"M00142:NADH:ubiquinone oxidoreductase, mitochondria"	C00399
"M00142:NADH:ubiquinone oxidoreductase, mitochondria"	C00004
"M00142:NADH:ubiquinone oxidoreductase, mitochondria"	C00080
"M00142:NADH:ubiquinone oxidoreductase, mitochondria"	C00390
"M00142:NADH:ubiquinone oxidoreductase, mitochondria"	C00003
"M00143:NADH dehydrogenase (ubiquinone) Fe-S protein/flavoprotein complex, mitochondria"	C00399
"M00143:NADH dehydrogenase (ubiquinone) Fe-S protein/flavoprotein complex, mitochondria"	C00004
"M00143:NADH dehydrogenase (ubiquinone) Fe-S protein/flavoprotein complex, mitochondria"	C00080
"M00143:NADH dehydrogenase (ubiquinone) Fe-S protein/flavoprotein complex, mitochondria"	C00390
"M00143:NADH dehydrogenase (ubiquinone) Fe-S protein/flavoprotein complex, mitochondria"	C00003
"M00144:NADH:quinone oxidoreductase, prokaryotes"	C00399
"M00144:NADH:quinone oxidoreductase, prokaryotes"	C00004
"M00144:NADH:quinone oxidoreductase, prokaryotes"	C00080
"M00144:NADH:quinone oxidoreductase, prokaryotes"	C00390
"M00144:NADH:quinone oxidoreductase, prokaryotes"	C00003
"M00145:NAD(P)H:quinone oxidoreductase, chloroplasts and cyanobacteria"	C00399
"M00145:NAD(P)H:quinone oxidoreductase, chloroplasts and cyanobacteria"	C00004
"M00145:NAD(P)H:quinone oxidoreductase, chloroplasts and cyanobacteria"	C00080
"M00145:NAD(P)H:quinone oxidoreductase, chloroplasts and cyanobacteria"	C00390
"M00145:NAD(P)H:quinone oxidoreductase, chloroplasts and cyanobacteria"	C00003
M00146:NADH dehydrogenase (ubiquinone) 1 alpha subcomplex	C00399
M00146:NADH dehydrogenase (ubiquinone) 1 alpha subcomplex	C00004
M00146:NADH dehydrogenase (ubiquinone) 1 alpha subcomplex	C00080
M00146:NADH dehydrogenase (ubiquinone) 1 alpha subcomplex	C00390
M00146:NADH dehydrogenase (ubiquinone) 1 alpha subcomplex	C00003
M00147:NADH dehydrogenase (ubiquinone) 1 beta subcomplex	C00399
M00147:NADH dehydrogenase (ubiquinone) 1 beta subcomplex	C00004
M00147:NADH dehydrogenase (ubiquinone) 1 beta subcomplex	C00080
M00147:NADH dehydrogenase (ubiquinone) 1 beta subcomplex	C00390
M00147:NADH dehydrogenase (ubiquinone) 1 beta subcomplex	C00003
M00148:Succinate dehydrogenase (ubiquinone)	C00399
M00148:Succinate dehydrogenase (ubiquinone)	C00042
M00148:Succinate dehydrogenase (ubiquinone)	C00390
M00148:Succinate dehydrogenase (ubiquinone)	C00122
"M00149:Succinate dehydrogenase, prokaryotes"	C00042
"M00149:Succinate dehydrogenase, prokaryotes"	C15602
"M00149:Succinate dehydrogenase, prokaryotes"	C00122
"M00149:Succinate dehydrogenase, prokaryotes"	C15603
"M00150:Fumarate reductase, prokaryotes"	C00042
"M00150:Fumarate reductase, prokaryotes"	C15602
"M00150:Fumarate reductase, prokaryotes"	C00122
"M00150:Fumarate reductase, prokaryotes"	C15603
M00151:Cytochrome bc1 complex respiratory unit	C15603
M00151:Cytochrome bc1 complex respiratory unit	C00125
M00151:Cytochrome bc1 complex respiratory unit	C15602
M00151:Cytochrome bc1 complex respiratory unit	C00126
M00151:Cytochrome bc1 complex respiratory unit	C00080
M00152:Cytochrome bc1 complex	C00390
M00152:Cytochrome bc1 complex	C00125
M00152:Cytochrome bc1 complex	C00399
M00152:Cytochrome bc1 complex	C00126
M00152:Cytochrome bc1 complex	C00080
M00153:Cytochrome bd ubiquinol oxidase	C00390
M00153:Cytochrome bd ubiquinol oxidase	C00007
M00153:Cytochrome bd ubiquinol oxidase	C00080
M00153:Cytochrome bd ubiquinol oxidase	C00399
M00153:Cytochrome bd ubiquinol oxidase	C00001
M00154:Cytochrome c oxidase	C00007
M00154:Cytochrome c oxidase	C00126
M00154:Cytochrome c oxidase	C00080
M00154:Cytochrome c oxidase	C00125
M00154:Cytochrome c oxidase	C00001
"M00155:Cytochrome c oxidase, prokaryotes"	C00007
"M00155:Cytochrome c oxidase, prokaryotes"	C00126
"M00155:Cytochrome c oxidase, prokaryotes"	C00080
"M00155:Cytochrome c oxidase, prokaryotes"	C00125
"M00155:Cytochrome c oxidase, prokaryotes"	C00001
"M00156:Cytochrome c oxidase, cbb3-type"	C00007
"M00156:Cytochrome c oxidase, cbb3-type"	C00126
"M00156:Cytochrome c oxidase, cbb3-type"	C00080
"M00156:Cytochrome c oxidase, cbb3-type"	C00125
"M00156:Cytochrome c oxidase, cbb3-type"	C00001
"M00157:F-type ATPase, prokaryotes and chloroplasts"	C00008
"M00157:F-type ATPase, prokaryotes and chloroplasts"	C00009
"M00157:F-type ATPase, prokaryotes and chloroplasts"	C00002
"M00157:F-type ATPase, prokaryotes and chloroplasts"	C00001
"M00158:F-type ATPase, eukaryotes"	C00008
"M00158:F-type ATPase, eukaryotes"	C00009
"M00158:F-type ATPase, eukaryotes"	C00002
"M00158:F-type ATPase, eukaryotes"	C00001
"M00159:V/A-type ATPase, prokaryotes"	C00008
"M00159:V/A-type ATPase, prokaryotes"	C00009
"M00159:V/A-type ATPase, prokaryotes"	C00002
"M00159:V/A-type ATPase, prokaryotes"	C00001
"M00160:V-type ATPase, eukaryotes"	C00008
"M00160:V-type ATPase, eukaryotes"	C00009
"M00160:V-type ATPase, eukaryotes"	C00002
"M00160:V-type ATPase, eukaryotes"	C00001
M00161:Photosystem II	C02061
M00161:Photosystem II	C00001
M00161:Photosystem II	C16693
M00161:Photosystem II	C00007
M00162:Cytochrome b6f complex	C16693
M00162:Cytochrome b6f complex	C03162
M00162:Cytochrome b6f complex	C02061
M00162:Cytochrome b6f complex	C03025
M00163:Photosystem I	C03025
M00163:Photosystem I	C00139
M00163:Photosystem I	C03162
M00163:Photosystem I	C00138
M00165:Reductive pentose phosphate cycle (Calvin cycle)	C00199
M00165:Reductive pentose phosphate cycle (Calvin cycle)	C01182
M00165:Reductive pentose phosphate cycle (Calvin cycle)	C00011
M00165:Reductive pentose phosphate cycle (Calvin cycle)	C00197
M00165:Reductive pentose phosphate cycle (Calvin cycle)	C00236
M00165:Reductive pentose phosphate cycle (Calvin cycle)	C00118
M00165:Reductive pentose phosphate cycle (Calvin cycle)	C00111
M00165:Reductive pentose phosphate cycle (Calvin cycle)	C00354
M00165:Reductive pentose phosphate cycle (Calvin cycle)	C00085
M00165:Reductive pentose phosphate cycle (Calvin cycle)	C00279
M00165:Reductive pentose phosphate cycle (Calvin cycle)	C00231
M00165:Reductive pentose phosphate cycle (Calvin cycle)	C00447
M00165:Reductive pentose phosphate cycle (Calvin cycle)	C05382
M00165:Reductive pentose phosphate cycle (Calvin cycle)	C00117
"M00168:CAM (Crassulacean acid metabolism), dark"	C00074
"M00168:CAM (Crassulacean acid metabolism), dark"	C00011
"M00168:CAM (Crassulacean acid metabolism), dark"	C00036
"M00168:CAM (Crassulacean acid metabolism), dark"	C00149
"M00169:CAM (Crassulacean acid metabolism), light"	C00149
"M00169:CAM (Crassulacean acid metabolism), light"	C00022
"M00169:CAM (Crassulacean acid metabolism), light"	C00011
"M00169:CAM (Crassulacean acid metabolism), light"	C00074
"M00170:C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type"	C00074
"M00170:C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type"	C00036
"M00170:C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type"	C00049
"M00170:C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type"	C00011
"M00171:C4-dicarboxylic acid cycle, NAD - malic enzyme type"	C00074
"M00171:C4-dicarboxylic acid cycle, NAD - malic enzyme type"	C00036
"M00171:C4-dicarboxylic acid cycle, NAD - malic enzyme type"	C00049
"M00171:C4-dicarboxylic acid cycle, NAD - malic enzyme type"	C00149
"M00171:C4-dicarboxylic acid cycle, NAD - malic enzyme type"	C00022
"M00171:C4-dicarboxylic acid cycle, NAD - malic enzyme type"	C00011
"M00171:C4-dicarboxylic acid cycle, NAD - malic enzyme type"	C00041
"M00172:C4-dicarboxylic acid cycle, NADP - malic enzyme type"	C00074
"M00172:C4-dicarboxylic acid cycle, NADP - malic enzyme type"	C00011
"M00172:C4-dicarboxylic acid cycle, NADP - malic enzyme type"	C00036
"M00172:C4-dicarboxylic acid cycle, NADP - malic enzyme type"	C00149
"M00172:C4-dicarboxylic acid cycle, NADP - malic enzyme type"	C00022
M00173:Reductive citrate cycle (Arnon-Buchanan cycle)	C00024
M00173:Reductive citrate cycle (Arnon-Buchanan cycle)	C00022
M00173:Reductive citrate cycle (Arnon-Buchanan cycle)	C00074
M00173:Reductive citrate cycle (Arnon-Buchanan cycle)	C00036
M00173:Reductive citrate cycle (Arnon-Buchanan cycle)	C00149
M00173:Reductive citrate cycle (Arnon-Buchanan cycle)	C00122
M00173:Reductive citrate cycle (Arnon-Buchanan cycle)	C00042
M00173:Reductive citrate cycle (Arnon-Buchanan cycle)	C00091
M00173:Reductive citrate cycle (Arnon-Buchanan cycle)	C00026
M00173:Reductive citrate cycle (Arnon-Buchanan cycle)	C00311
M00173:Reductive citrate cycle (Arnon-Buchanan cycle)	C00417
M00173:Reductive citrate cycle (Arnon-Buchanan cycle)	C00158
M00173:Reductive citrate cycle (Arnon-Buchanan cycle)	C00566
"M00174:Methane oxidation, methanotroph, methane => formaldehyde"	C01438
"M00174:Methane oxidation, methanotroph, methane => formaldehyde"	C00132
"M00174:Methane oxidation, methanotroph, methane => formaldehyde"	C00067
"M00175:Nitrogen fixation, nitrogen => ammonia"	C00697
"M00175:Nitrogen fixation, nitrogen => ammonia"	C00014
"M00176:Assimilatory sulfate reduction, sulfate => H2S"	C00059
"M00176:Assimilatory sulfate reduction, sulfate => H2S"	C00224
"M00176:Assimilatory sulfate reduction, sulfate => H2S"	C00053
"M00176:Assimilatory sulfate reduction, sulfate => H2S"	C00094
"M00176:Assimilatory sulfate reduction, sulfate => H2S"	C00283
"M00307:Pyruvate oxidation, pyruvate => acetyl-CoA"	C00022
"M00307:Pyruvate oxidation, pyruvate => acetyl-CoA"	C00024
"M00307:Pyruvate oxidation, pyruvate => acetyl-CoA"	C00068
"M00307:Pyruvate oxidation, pyruvate => acetyl-CoA"	C05125
"M00307:Pyruvate oxidation, pyruvate => acetyl-CoA"	C15972
"M00307:Pyruvate oxidation, pyruvate => acetyl-CoA"	C16255
"M00307:Pyruvate oxidation, pyruvate => acetyl-CoA"	C15973
"M00308:Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P"	C00257
"M00308:Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P"	C00204
"M00308:Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P"	C04442
"M00308:Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P"	C00118
"M00308:Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P"	C00022
"M00308:Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P"	C00236
"M00308:Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P"	C00197
"M00309:Non-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate"	C00257
"M00309:Non-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate"	C00204
"M00309:Non-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate"	C00577
"M00309:Non-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate"	C00022
"M00309:Non-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate"	C00880
"M00309:Non-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate"	C01216
"M00309:Non-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate"	C00258
"M00338:Cysteine biosynthesis, homocysteine + serine => cysteine"	C00065
"M00338:Cysteine biosynthesis, homocysteine + serine => cysteine"	C00155
"M00338:Cysteine biosynthesis, homocysteine + serine => cysteine"	C02291
"M00338:Cysteine biosynthesis, homocysteine + serine => cysteine"	C00097
"M00344:Formaldehyde assimilation, xylulose monophosphate pathway"	C00067
"M00344:Formaldehyde assimilation, xylulose monophosphate pathway"	C00184
"M00344:Formaldehyde assimilation, xylulose monophosphate pathway"	C00111
"M00344:Formaldehyde assimilation, xylulose monophosphate pathway"	C00354
"M00344:Formaldehyde assimilation, xylulose monophosphate pathway"	C00085
"M00345:Formaldehyde assimilation, ribulose monophosphate pathway"	C00199
"M00345:Formaldehyde assimilation, ribulose monophosphate pathway"	C00067
"M00345:Formaldehyde assimilation, ribulose monophosphate pathway"	C06019
"M00345:Formaldehyde assimilation, ribulose monophosphate pathway"	C00085
"M00345:Formaldehyde assimilation, ribulose monophosphate pathway"	C00354
"M00345:Formaldehyde assimilation, ribulose monophosphate pathway"	C00118
"M00346:Formaldehyde assimilation, serine pathway"	C00037
"M00346:Formaldehyde assimilation, serine pathway"	C00065
"M00346:Formaldehyde assimilation, serine pathway"	C00168
"M00346:Formaldehyde assimilation, serine pathway"	C00258
"M00346:Formaldehyde assimilation, serine pathway"	C00631
"M00346:Formaldehyde assimilation, serine pathway"	C00074
"M00346:Formaldehyde assimilation, serine pathway"	C00036
"M00346:Formaldehyde assimilation, serine pathway"	C00149
"M00346:Formaldehyde assimilation, serine pathway"	C04348
"M00346:Formaldehyde assimilation, serine pathway"	C00048
"M00356:Methanogenesis, methanol => methane"	C00132
"M00356:Methanogenesis, methanol => methane"	C03920
"M00356:Methanogenesis, methanol => methane"	C04628
"M00356:Methanogenesis, methanol => methane"	C01438
"M00356:Methanogenesis, methanol => methane"	C04832
"M00357:Methanogenesis, acetate => methane"	C00033
"M00357:Methanogenesis, acetate => methane"	C00227
"M00357:Methanogenesis, acetate => methane"	C00024
"M00357:Methanogenesis, acetate => methane"	C04488
"M00357:Methanogenesis, acetate => methane"	C03576
"M00357:Methanogenesis, acetate => methane"	C03920
"M00357:Methanogenesis, acetate => methane"	C04628
"M00357:Methanogenesis, acetate => methane"	C01438
"M00357:Methanogenesis, acetate => methane"	C04832
M00358:Coenzyme M biosynthesis	C00074
M00358:Coenzyme M biosynthesis	C11536
M00358:Coenzyme M biosynthesis	C11537
M00358:Coenzyme M biosynthesis	C05528
M00358:Coenzyme M biosynthesis	C00593
M00358:Coenzyme M biosynthesis	C03576
"M00364:C10-C20 isoprenoid biosynthesis, bacteria"	C00129
"M00364:C10-C20 isoprenoid biosynthesis, bacteria"	C00235
"M00364:C10-C20 isoprenoid biosynthesis, bacteria"	C00341
"M00364:C10-C20 isoprenoid biosynthesis, bacteria"	C00448
"M00364:C10-C20 isoprenoid biosynthesis, bacteria"	C00353
"M00365:C10-C20 isoprenoid biosynthesis, archaea"	C00129
"M00365:C10-C20 isoprenoid biosynthesis, archaea"	C00235
"M00365:C10-C20 isoprenoid biosynthesis, archaea"	C00341
"M00365:C10-C20 isoprenoid biosynthesis, archaea"	C00448
"M00365:C10-C20 isoprenoid biosynthesis, archaea"	C00353
"M00366:C10-C20 isoprenoid biosynthesis, plants"	C00129
"M00366:C10-C20 isoprenoid biosynthesis, plants"	C00235
"M00366:C10-C20 isoprenoid biosynthesis, plants"	C00341
"M00366:C10-C20 isoprenoid biosynthesis, plants"	C00448
"M00366:C10-C20 isoprenoid biosynthesis, plants"	C00353
"M00367:C10-C20 isoprenoid biosynthesis, non-plant eukaryotes"	C00129
"M00367:C10-C20 isoprenoid biosynthesis, non-plant eukaryotes"	C00235
"M00367:C10-C20 isoprenoid biosynthesis, non-plant eukaryotes"	C00341
"M00367:C10-C20 isoprenoid biosynthesis, non-plant eukaryotes"	C00448
"M00367:C10-C20 isoprenoid biosynthesis, non-plant eukaryotes"	C00353
"M00368:Ethylene biosynthesis, methionine => ethylene"	C00073
"M00368:Ethylene biosynthesis, methionine => ethylene"	C00019
"M00368:Ethylene biosynthesis, methionine => ethylene"	C01234
"M00368:Ethylene biosynthesis, methionine => ethylene"	C06547
"M00369:Cyanogenic glycoside biosynthesis, tyrosine => dhurrin"	C00082
"M00369:Cyanogenic glycoside biosynthesis, tyrosine => dhurrin"	C03004
"M00369:Cyanogenic glycoside biosynthesis, tyrosine => dhurrin"	C15503
"M00369:Cyanogenic glycoside biosynthesis, tyrosine => dhurrin"	C04350
"M00369:Cyanogenic glycoside biosynthesis, tyrosine => dhurrin"	C03742
"M00369:Cyanogenic glycoside biosynthesis, tyrosine => dhurrin"	C05143
"M00370:Glucosinolate biosynthesis, tryptophan => glucobrassicin"	C00078
"M00370:Glucosinolate biosynthesis, tryptophan => glucobrassicin"	C02937
"M00370:Glucosinolate biosynthesis, tryptophan => glucobrassicin"	C16518
"M00370:Glucosinolate biosynthesis, tryptophan => glucobrassicin"	C16516
"M00370:Glucosinolate biosynthesis, tryptophan => glucobrassicin"	C16517
"M00370:Glucosinolate biosynthesis, tryptophan => glucobrassicin"	C05837
"M00371:Castasterone biosynthesis, campesterol => castasterone"	C01789
"M00371:Castasterone biosynthesis, campesterol => castasterone"	C15795
"M00371:Castasterone biosynthesis, campesterol => castasterone"	C15796
"M00371:Castasterone biosynthesis, campesterol => castasterone"	C15797
"M00371:Castasterone biosynthesis, campesterol => castasterone"	C15800
"M00371:Castasterone biosynthesis, campesterol => castasterone"	C15801
"M00371:Castasterone biosynthesis, campesterol => castasterone"	C15802
"M00371:Castasterone biosynthesis, campesterol => castasterone"	C15803
"M00371:Castasterone biosynthesis, campesterol => castasterone"	C15794
"M00372:Abscisic acid biosynthesis, beta-carotene => abscisic acid"	C02094
"M00372:Abscisic acid biosynthesis, beta-carotene => abscisic acid"	C08591
"M00372:Abscisic acid biosynthesis, beta-carotene => abscisic acid"	C06098
"M00372:Abscisic acid biosynthesis, beta-carotene => abscisic acid"	C08579
"M00372:Abscisic acid biosynthesis, beta-carotene => abscisic acid"	C08614
"M00372:Abscisic acid biosynthesis, beta-carotene => abscisic acid"	C13433
"M00372:Abscisic acid biosynthesis, beta-carotene => abscisic acid"	C13453
"M00372:Abscisic acid biosynthesis, beta-carotene => abscisic acid"	C08606
"M00372:Abscisic acid biosynthesis, beta-carotene => abscisic acid"	C13431
"M00372:Abscisic acid biosynthesis, beta-carotene => abscisic acid"	C13455
"M00372:Abscisic acid biosynthesis, beta-carotene => abscisic acid"	C06082
M00373:Ethylmalonyl pathway	C00024
M00373:Ethylmalonyl pathway	C00332
M00373:Ethylmalonyl pathway	C03561
M00373:Ethylmalonyl pathway	C00877
M00373:Ethylmalonyl pathway	C18026
M00373:Ethylmalonyl pathway	C20238
M00373:Ethylmalonyl pathway	C18324
M00373:Ethylmalonyl pathway	C06028
M00373:Ethylmalonyl pathway	C06027
M00373:Ethylmalonyl pathway	C00100
M00373:Ethylmalonyl pathway	C00048
M00373:Ethylmalonyl pathway	C04348
M00373:Ethylmalonyl pathway	C00149
M00373:Ethylmalonyl pathway	C00683
M00373:Ethylmalonyl pathway	C01213
M00373:Ethylmalonyl pathway	C00091
M00374:Dicarboxylate-hydroxybutyrate cycle	C00024
M00374:Dicarboxylate-hydroxybutyrate cycle	C00022
M00374:Dicarboxylate-hydroxybutyrate cycle	C00074
M00374:Dicarboxylate-hydroxybutyrate cycle	C00036
M00374:Dicarboxylate-hydroxybutyrate cycle	C00149
M00374:Dicarboxylate-hydroxybutyrate cycle	C00122
M00374:Dicarboxylate-hydroxybutyrate cycle	C00042
M00374:Dicarboxylate-hydroxybutyrate cycle	C00091
M00374:Dicarboxylate-hydroxybutyrate cycle	C00232
M00374:Dicarboxylate-hydroxybutyrate cycle	C00989
M00374:Dicarboxylate-hydroxybutyrate cycle	C11062
M00374:Dicarboxylate-hydroxybutyrate cycle	C00877
M00374:Dicarboxylate-hydroxybutyrate cycle	C01144
M00374:Dicarboxylate-hydroxybutyrate cycle	C00332
M00375:Hydroxypropionate-hydroxybutylate cycle	C00024
M00375:Hydroxypropionate-hydroxybutylate cycle	C00083
M00375:Hydroxypropionate-hydroxybutylate cycle	C00222
M00375:Hydroxypropionate-hydroxybutylate cycle	C01013
M00375:Hydroxypropionate-hydroxybutylate cycle	C05668
M00375:Hydroxypropionate-hydroxybutylate cycle	C00894
M00375:Hydroxypropionate-hydroxybutylate cycle	C00100
M00375:Hydroxypropionate-hydroxybutylate cycle	C00683
M00375:Hydroxypropionate-hydroxybutylate cycle	C01213
M00375:Hydroxypropionate-hydroxybutylate cycle	C00091
M00375:Hydroxypropionate-hydroxybutylate cycle	C00232
M00375:Hydroxypropionate-hydroxybutylate cycle	C00989
M00375:Hydroxypropionate-hydroxybutylate cycle	C11062
M00375:Hydroxypropionate-hydroxybutylate cycle	C00877
M00375:Hydroxypropionate-hydroxybutylate cycle	C01144
M00375:Hydroxypropionate-hydroxybutylate cycle	C00332
M00376:3-Hydroxypropionate bi-cycle	C00024
M00376:3-Hydroxypropionate bi-cycle	C00083
M00376:3-Hydroxypropionate bi-cycle	C00222
M00376:3-Hydroxypropionate bi-cycle	C01013
M00376:3-Hydroxypropionate bi-cycle	C05668
M00376:3-Hydroxypropionate bi-cycle	C00894
M00376:3-Hydroxypropionate bi-cycle	C00100
M00376:3-Hydroxypropionate bi-cycle	C00683
M00376:3-Hydroxypropionate bi-cycle	C01213
M00376:3-Hydroxypropionate bi-cycle	C00091
M00376:3-Hydroxypropionate bi-cycle	C00042
M00376:3-Hydroxypropionate bi-cycle	C00122
M00376:3-Hydroxypropionate bi-cycle	C00149
M00376:3-Hydroxypropionate bi-cycle	C04348
M00376:3-Hydroxypropionate bi-cycle	C00048
M00376:3-Hydroxypropionate bi-cycle	C06027
M00376:3-Hydroxypropionate bi-cycle	C06028
M00376:3-Hydroxypropionate bi-cycle	C18323
M00376:3-Hydroxypropionate bi-cycle	C01011
M00376:3-Hydroxypropionate bi-cycle	C00022
M00377:Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	C00011
M00377:Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	C00237
M00377:Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	C00058
M00377:Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	C00101
M00377:Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	C00234
M00377:Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	C00445
M00377:Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	C00143
M00377:Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	C00440
M00377:Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	C00024
"M00378:F420 biosynthesis, archaea"	C04732
"M00378:F420 biosynthesis, archaea"	C21971
